Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh
GLASS,MOVEMENT,GLASMvmt,GLAS,"Glass movement, such as a case of bottles rattling, or a bottle rolling on the floor. See also GLASS-HANDLE.","rattle, roll, ping, clatter",玻璃,移动,嘎嘎声、滚动声、砰砰声、咔嗒声
GLASS,TONAL,GLASTonl,GLAS,"Glass tonal sounds, like bowed blass, a glass harmonica, or a bowed crystal bowl.","resonate, ring, tonal, glass harmonica, crystal bowl",玻璃,音乐性,共鸣、 回声、铃、响声、音调、玻璃口琴、水晶碗
GORE,BLOOD,GOREBlood,GORE,"Gore blood sounds, dripping and flowing. Likely some overlap with LIQUID & MUD, but this for particularly 'gory' versions.","drip, flow, gush, spurt, spray",血,血流,滴、流、涌、喷、喷洒
GORE,BONE,GOREBone,GORE,"Gore bones, bones crunching, snapping, break. Put creature JAW SNAPS here too.","bone snap, bone break, bone shatter, jaw snap, jaws",血,骨头,骨头断裂、骨头断裂、 骨折、骨头粉碎、下巴咬合、下巴、 颌骨
GORE,BURN,GOREBurn,GORE,"Gore flesh sizzling, possible overlap with FIRE-SIZZLING, but this more exaggerated for flesh burning.","sizzle, cauterize, seer, brand",血,燃烧,嘶嘶声、烧灼、烙印
GORE,FLESH,GOREFlsh,GORE,"Gore flesh tearing, ripping, peeling. Very graphic flesh sounds. A monster ripping someone apart.","rip, peel, tear, rend, intestine, meat, wound",血,血肉,撕裂、剥皮、扯破、撕碎、内脏、血肉、伤口
GORE,MISC,GOREMisc,GORE,Gore sounds not fitting another category in this list.,miscellaneous,血,其他,各种各样的
GORE,OOZE,GOREOoze,GORE,"Gore gross oozing liquid, open wounds, possible overlap with LIQUID categories, but this hyperreal and over the top.","ooze, slime, flow, gelatin",血,渗血,血流、粘液、 血液、流动、胶原蛋白/水解胶原蛋白
GORE,SOURCE,GORESrce,GORE,"Recordings meant as source for GORE sounds, smashing a watermelon, stabbing a pumpkin, etc.","goosh, squish, goop, slime, ooze, glop, organ, intestine, juicy, goo, splat, ooze, rip, peel, stab, tear, rend, intestine, meat, wound, slice, impale, juicy, splat",血块,原始录音,咕噜、挤压、粘液、粘液、渗出、黏糊、器官、肠子、多汁、粘液、啪嗒、飞溅、渗出、撕裂、剥皮、刺伤、撕裂、撕裂、肠、肉、伤口、切片、穿刺、多汁
GORE,SPLAT,GORESplt,GORE,"Gore splats, gross splats of gooey stuff. A body or head exploding and hitting the wall. Hyperreal.","goosh, squish, goop, slime, ooze, glop, organ, intestine, juicy, goo, splat",血,洒溅,压扁、粘液、渗血、器官、肠子、多汁
GORE,SQUISH,GORESqsh,GORE,"Gore squishes, disgusting squishes or flesh and organs. A dinosaur stepping on a person and squishing them.","squish, flesh, organ, goosh, intestine, juicy, splat",血,血浆,挤压、肉、器官、粘液、肠、多汁、飞溅
GORE,STAB,GOREStab,GORE,Gore sharp stabs and sword pulls. That classic sound of someone being impaled. More crunchy than a SQUISH.,"slice, impale, stab, cut, vorpal, dismember",血,捅,切片、刺穿、刺伤、切割、斩断、肢解
GUNS,ANTIQUE,GUNAntq,GUN,"Old black powder weapons, muskets.","muzzleloader, musket, black powder, flintlock, longrifle, fire lance",枪炮,古董枪,枪口装填器、步枪、黑火药、燧发枪、长步枪、火枪
GUNS,ARTILLERY,GUNArtl,GUN,"Modern big guns, guns that launch shells. Not CANNONS which have their own group.","howitzer, anti-aircraft gun, missile launcher, bazooka, mortar, rocket, naval",枪炮,火炮,榴弹炮、 高射炮、 导弹发射器、 火箭筒、 迫击炮、 火箭
GUNS,AUTOMATIC,GUNAuto,GUN,"Fully automatic capable weapons, even when firing singly. Machine guns.","ak-47, m16, machine gun, tommy gun, uzi, m249, M1919, gatling gun, minigun, ",枪炮,自动化武器,ak-47、 m16、 机枪、 汤米枪、 uzi、 m249、 M1919、 加特林机枪
GUNS,CANNON,GUNCano,GUN,"Pirate and Civil War cannons, for modern artillery see GUNS-ARTILLERY.","blunderbuss, handcannon, cannon, black powder",枪炮,加农炮,大炮、 手炮、 黑火药
GUNS,HANDLE,GUNHndl,GUN,"Alongside GUN-MECHANISM, but specifically gun handling, grabs, holstering, dropping, catching.","holster, gun, gun grab, gun catch, gun drop, gun load",枪支,操作,枪套、枪、抢枪、擦枪、枪掉落、装弹
GUNS,HITECH,GUNTech,GUN,"Not quite a sci-fi Laser Gun, but something more advanced than a normal gun, a rail gun for example.","rail gun, spy gun",枪炮,高科技,轨道炮、间谍枪
GUNS,MECHANISM,GUNMech,GUN,"Gun various mechanical sounds, clips, cocking, bolt slides.","clip, cocking, gun rattle, bolt slide, magazine, bullet loading, gun cock",枪炮,机枪,弹夹、击发、枪声、螺栓、 枪栓、换弹、装载
GUNS,MISC,GUNMisc,GUN,Gun sounds not fitting another category in this list. BULLETS has its own category.,"flare gun, air gun, paintball gun",枪炮,其他,信号枪、气枪、彩弹枪
GUNS,PISTOL,GUNPis,GUN,Handguns and pistols.,"9mm, pistol, revolver, glock, handgun, colt, smith & wesson, sig sauer, luger, walther ppk, browning, ruger, beretta",枪炮,手枪,9 毫米手枪、手枪、左轮手枪、格洛克手枪、柯尔特左轮手枪、鲁格、布朗宁自动步枪、贝雷塔手枪
GUNS,RIFLE,GUNRif,GUN,"Rifles, single shot and semi-automatic.","rifle, mauser, casull, arisaka, luger, carbine, powell, sniper, hunting, semi-automatic",枪炮,步枪,步枪、毛瑟枪、阿里萨卡步枪、卡宾枪、狙击手、狩猎、半自动
GUNS,SHOTGUN,GUNShotg,GUN,"Shotguns, single, dual, pump.","shotgun, double barrel, mossberg, winchester, coach gun",枪炮,霰弹枪,霰弹枪、双枪管、温彻斯特、马车枪
GUNS,SUPPRESSED,GUNSupr,GUN,"Silenced Weapons, silencers.","silenced, silencer",枪炮,消音枪,消音器
HORNS,AIR POWERED,HORNAir,HORN,"Air horns, as in handheld compressed air horns, huge factory air horns. A fog horn. BOATS-HORN has it's own category for ship and ferry horns, as does TRAINS-HORN.","fog horn, air horn, factory horn",号角,气压式,雾喇叭、气喇叭、工厂喇叭
HORNS,CELEBRATION,HORNCele,HORN,"Party horns, from small party horns to vuvuzelas.","party horn, vuvuzela",号角,欢庆用,派对号角、单音喇叭
HORNS,MISC,HORNMisc,HORN,"Horn sounds not fitting another category in this list, for example hunting calls. Not brass musical instruments which has it's own category in MUSICAL.","hunting call, elk call, duck call, fox bugle",号角,其他,打猎叫、麋鹿叫、鸭叫、狐狸号角
HORNS,TRADITIONAL,HORNTrad,HORN,"Rams horns, conches, alpine horns, old traditional horns, medieval battle horns.","shofar, conch, conch shell, battle horn, alphorn, alpine horn, alpenhorn",号角,传统,羊角号、海螺、海螺壳、战斗号角、高山号、高山号角、阿尔卑斯号角
HUMAN,BLOW,HMNBlow,HMN,"Blowing air, blowing up a balloon, blowing out candles, etc. See also HUMAN-BREATH for less forceful breathing.","blow, exhale",人,吹,吐气、呼气
HUMAN,BREATH,HMNBrth,HMN,"Breathing, normal to heavy, big inhales, sighs.","breath, sigh, inhale, exhale, gasp, pant, wheeze, huff, heave, whoop, respiration, inhalation, exhalation",人,呼吸,叹息、喘气、喘气、喘息、 喘鸣声、呼气、咳喘、喊叫、呼吸、吸气、呼气
HUMAN,BURP,HMNBurp,HMN,"Human belches, burps.","burp, belch, hiccup",人,打嗝,打嗝、嗳气
HUMAN,COUGH,HMNCough,HMN,Human coughs and coughing.,"hack, ahem, hoarse, clear throat",人,咳嗽,咳嗽、嘶哑、清嗓子
HUMAN,HEARTBEAT,HMNHart,HMN,"Heartbeats, both literal as in a Dr. office, and stylized or designed heartbeats.","palpitation, bumbum",人,心跳,心悸、手脚麻木
HUMAN,KISS,HMNKiss,HMN,Human kissing.,"smooch, peck",人,接吻,亲吻、啄食、 轻吻
HUMAN,MISC,HMNMisc,HMN,Human sounds not fitting another category in this list.,miscellaneous,人,其他,各种各样的
HUMAN,PEE,HMNPee,HMN,Human urinating.,"peeing, urinating, pee, urinate, tinkle, wizz",人,尿,尿尿、小便、尿、撒尿、小解
HUMAN,SKIN,HMNSkin,HMN,"Human skin, Scratching, handshakes, skin on skin action, back rubbing, etc.","rubbing, scratching, skin, itch, slap, hand grab, handshake, caress, rub, backrub",人,皮肤,揉、抓、皮肤、痒、拍、手抓、握手、抚摸、摩擦、挠背
HUMAN,SNEEZE,HMNSneez,HMN,Human sneezing.,"sneeze, ah-choo",人,打喷嚏,打喷嚏、阿嚏
HUMAN,SNIFF,HMNSniff,HMN,"Human sniffing, smelling.","sniff, sniffing, smell, sniffle",人,闻,嗅、嗅探、闻、吸鼻子
HUMAN,SNORE,HMNSnor,HMN,Human snoring.,"snore, zzz, congested, heavy breathing, apnea",人,打鼾,打呼噜、zzz、鼻塞、呼吸急促、窒息、打鼾
HUMAN,SPIT,HMNSpit,HMN,Human spits.,"spit, hock, spew, spittoon, drool",人,呕吐,吐痰、吐出、痰盂、流口水
HUMAN,VOMIT,HMNVomit,HMN,Human vomiting.,"vomit, puke, upchuck, expunge, heave, gag, retch, hurl, spew, seasick",人,大吐,呕吐、吐出、呕吐物、反胃、恶心、作呕、干呕、喷出、晕船、晕车
ICE,BREAK,ICEBrk,ICE,"Ice cracks, breaks, shatters. Any ice breaking that is fairly singular or isolated, large or small.","break, crack, rips, shatter, crunch",冰,打碎,裂开、碎裂、撕裂、粉碎、嘎吱
ICE,CRASH & DEBRIS,ICECrsh,ICE,Ice large crashes and isolated debris go here. Iceberg calving.,"crash, fall, debris",冰,碎片,粉碎、摔碎、碎片、碎块
ICE,FRICTION,ICEFric,ICE,"Dry ice may go here, but often it's a metallic sound too, but ice scrapes, squeaks, creaks.","stress, scrape, creak, squeak, screech",冰,挤压,挤压、刮擦、嘎吱声、吱吱声、尖锐声
ICE,HANDLE,ICEHndl,ICE,"Ice handling, picking up ice. Some overlap with ICE-MOVEMENT possible.","handle, grab, set, pickup, set down, toss, catch",冰,抓取,拿、抓、放置、捡起、放下、扔、接
ICE,IMPACT,ICEImpt,ICE,"Pieces of ice dropping (without breaking). Ice hits, solid ice impacts that don't break.","hit, drop, impact, crash, clunk, clang, clink, chop",冰,打击,击中、掉落、撞击、击碎、敲打、咣当、叮当声、砍
ICE,MISC,ICEMisc,ICE,Ice sounds not fitting another category in this list.,miscellaneous,冰,其他,各种各样的
ICE,MOVEMENT,ICEMvmt,ICE,"Ice sliding or rattling, maybe an object sliding across ice. See also ICE-HANDLE.","drag, roll, rattle, shake",冰,移动,拖动、滚动、晃动、摇晃
ICE,TONAL,ICETonl,ICE,"Tonal ice sounds, probably fairly rare, but that ice ping on a frozen lake would be one example.","bow, ring, shing",冰,音乐性,弓、回响、余音
LASERS,BEAM,LASRBeam,LASR,"Steady laser beams, not a laser gun. So a James Bond style laser, a scientific laser.","beam, gamma, ray",激光,光束,光束、伽马、射线
LASERS,GUN,LASRGun,LASR,"Classic laser guns, blasters, laser cannons. That thing that Ben Burtt made famous.","plasma weapon, blaster, laser cannon",激光,武器,等离子武器、冲击波、激光炮
LASERS,IMPACT,LASRImpt,LASR,"Classic laser impact sounds, from blaster hits.","laser, blaster, impact, hit, sizzle",激光,打击,激光、冲击波、冲击、打击、嘶嘶声
LASERS,MISC,LASRMisc,LASR,Laser sounds not fitting another category in this list.,miscellaneous,激光,其他,各种各样的
LEATHER,CREAK,LETHRCreak,LETHR,"Leather creaks, jacket and bag creaks, saddle movements. Any creaking leather.","creak, stress, tension",皮革,嘎吱,吱吱声、嘎吱声、挤压、紧绷
LEATHER,HANDLE,LETHRHndl,LETHR,"Leather handling, picking up a leather bag, putting on a leather jacket maybe. Some overlap with LEATHER-MOVEMENT possible.","handle, grab, set, pickup, set down, toss, catch",皮革,抓取,拿、抓、放置、捡起、放下、扔、接
LEATHER,IMPACT,LETHRImpt,LETHR,"Hits and impacts of leather, leather bag or saddle dropping.","hit, impact, grab, thud, thump",皮革,打击,击中、撞击、抓住、砰的一声、撞击声
LEATHER,MISC,LETHRMisc,LETHR,Leather sounds not fitting another category in this list.,miscellaneous,皮革,其他,各种各样的
LEATHER,MOVEMENT,LETHRMvmt,LETHR,"Movement of Leather, definitely overlap with LEATHER-CREAK and LEATHER-HANDLE.","flap, flop, rustle, mvmt, slide",皮革,移动,扇动、抖动、沙沙声、移动、滑动
LIQUID & MUD,BUBBLES,LIQBubl,LIQ,"Mud and thicker than water, thick bubbles, viscous liquid. Things like Oil, gloopy thick liquids.","bubble, foam, pop, mud",液体与流体,气泡,气泡、泡沫、砰的一声、泥
LIQUID & MUD,IMPACT,LIQImpt,LIQ,"Mud and thicker than water, Splats and hit. Things like Oil, gloopy thick liquids.","splat, splatter, hit, impact, plop, kerplunk, plunk, mud",液体与流体,打击,滴落、飞溅、击中、撞击、扑通、噗通、砰砰、泥
LIQUID & MUD,MISC,LIQMisc,LIQ,Mud and thicker than water sounds not fitting another category in this list.,miscellaneous,液体与流体,其他,各种各样的
LIQUID & MUD,MOVEMENT,LIQMvmt,LIQ,"Mud and thicker than water, oozing, slime, glooping. Things like Oil, gloopy thick liquids.","ooze, slime, goo, mud",液体与流体,移动,软泥、粘液、粘性物、泥
LIQUID & MUD,SUCTION,LIQSuct,LIQ,"Thicker than water, disgusting liquidy suction, plunger sucks. Things like Oil, gloopy thick liquids.","suction, slurp, glomp, plunger, mud",液体与流体,咕嘟,吸、啜食、咕噜声、活塞、皮搋、泥浆
MACHINES,AMUSEMENT,MACHAmus,MACH,Theme park rides such as rollercoasters and carnival rides. Carnival game machines. General ambiences to go in AMBIENCE-AMUSEMENT.,"rollercoaster, merry-go-round, scrambler, tilt-a-whirl, kiddy ride, theme park ride, pinball, skeeball",机器,娱乐,过山车、旋转木马、爬梯、旋转椅、儿童骑行、主题公园小火车、弹球、滚球
MACHINES,ANTIQUE,MACHAntq,MACH,"Old mechanical sewing machines, ancient looms, olive presses, a bit ambiguous but a very old mechanical machine.","printing press, sewing machine, olive press, butter churn",机器,老式的,印刷机、缝纫机、橄榄压榨机、黄油搅拌机
MACHINES,APPLIANCE,MACHAppl,MACH,"General appliances, refrigerator, stove, oven, vacuum cleaner... AC and fans have their own category.","oven, fridge, refrigerator, blender, food processor, hair dryer, ice maker, washing machine, dryer, iron, coffee maker, dishwasher, electric can opener, garbage disposal, humidifier, dehumidifier, sewing machine, toaster, waffle maker, griddle, hot plate",机器,家电,烤箱、冰柜、冰箱、搅拌机、食物料理机、吹风机、制冰机、洗衣机、烘干机、熨斗、咖啡机、洗碗机、电动开罐器、垃圾处理机、加湿器、除湿机、缝纫机、烤面包机、华夫饼机、煎锅、烤盘
MACHINES,CONSTRUCTION,MACHCnst,MACH,"A machine for construction that isn't a vehicle or a tool. For example a cement mixer, a woodchipper.","crane, cement mixer, wood chipper",机器,施工,起重机、水泥搅拌机、碎木机
MACHINES,ELEVATOR,MACHElev,MACH,Elevator movement and doors would go here.,"paternoster, freight elevator, passenger elevator, lift",机器,电梯,帕特诺斯特、货运电梯、乘客电梯、电梯
MACHINES,ESCALATOR,MACHEscl,MACH,Escalators and moving walkways would go here.,"travelator, moving walkway",机器,自动扶梯,传送带、自动人行道
MACHINES,FAN,MACHFan,MACH,"Fans of all types, box fans, ceiling fans. For air conditioning use MACHINES-HVAC.","fan, ceiling fan, box fan, industrial fan, bladeless fan",机器,风扇,风扇、吊扇、箱式风扇、工业风扇、无叶风扇
MACHINES,GARDEN,MACHGrdn,MACH,"Powered landscaping machines, lawnmowers, weed-whackers, edgers, hedge trimmers. See also TOOLS-GARDEN and OBJECTS-GARDEN.","lawnmower, weedwhacker, edger, chainsaw, trimmer, polesaw, mulcher, cultivator",机器,花园,割草机、除草机、磨边机、锯子、修剪机、杆链锯、覆盖机、耕种机
MACHINES,GYM,MACHGym,MACH,"Exercise bikes, weight machines, treadmill, all things fitness. See also OBJECTS-GYM","treadmill, eliptical, rowing machine, exercise bike, stationary bike, nordictrack, stair climber.",机器,健身房,跑步机、踏步机、划船机、健身自行车、健身脚踏车、诺迪克跑步机、踏步台阶机。
MACHINES,HITECH,MACHTech,MACH,"Think cool James Bond machines, big elaborate death traps, maybe Rube Goldberg type machines. See also SCIFI-MACHINE.","gadget, digital, handheld",机器,高科技,小工具、数码、手持
MACHINES,HVAC,MACHHvac,MACH,"Furnaces, Air Conditioners. Fans go in MACHINES-FAN. A close up gas furnace flame would go to FIRE-GAS.","aircon, air conditioning, heating.",机器,空调,空调、冷风机、暖气。
MACHINES,INDUSTRIAL,MACHInd,MACH,"Big industrial presses, factory machines, industrial robots, any heavy manufacturing machines.","hydraulic press, assembly line, distillery, punch press, form press+F437:F450",机器,工业,液压机、装配线、流水线、酿酒厂、蒸馏机、冲床、压力机
MACHINES,MECHANISM,MACHMech,MACH,"Complex mechanical smaller machines and gadgets, puzzle boxes that open portals to hell. Usually smaller devices.","puzzle box, rube goldberg, gizmo",机器,装置,拼图盒、谜盒、谜箱、鲁布·戈德堡、小玩意
MACHINES,MEDICAL,MACHMed,MACH,"Machines typically found in a hospital, medical lab or Doctor's office.","x-ray machines, mri, cat scan, pet scan, blood pressure machine, lab test machine, centrifuge, ventilator, defibrillator",机器,医疗,X 光机、核磁共振、CT机、照影机、血压仪、实验室测试机、离心机、呼吸机、除颤器
MACHINES,MISC,MACHMisc,MACH,Machine sounds not fitting another category in this list. See also MOTOR category.,miscellaneous,机器,其他,各种各样的
MACHINES,OFFICE,MACHOffc,MACH,"Machines typically found in an office, such as printers and copy machines.","fax machine, facsimile machine, telefax, copy machine, printer, shredder, xerox, photocopier, mimeograph, laser printer, inkjet, paper shredder, plotter",机器,办公设备,传真机、传真电话、电报、复印机、打印机、碎纸机、施乐、影印机、油印机、激光打印机、喷墨打印机、粉碎机、绘图仪
MACHINES,PUMP,MACHPump,MACH,"Air or water pumps, fish tank aquarium pumps, sump pumps. Air compressors would fall into this category.","water pump, sump pump, compressor, air compressor",机器,泵,水泵、污水泵、压缩机、空气压缩机
MAGIC,ANGELIC,MAGAngl,MAG,"Angelic, Holy, Benevolent magic. The opposite of evil. Think choral tones and healing magic.","holy, celestial, ethereal, divine, spiritual, beatific, righteous, saintly",魔法,天使,神圣的、天上的、空灵的、神的、精神的、祝福的、正义的、圣洁的
MAGIC,ELEMENTAL,MAGElem,MAG,"Magic centered around elements, fire, water, ice. Think the movie Frozen type stuff.","fire, water, earth, electric, air, wind",魔法,元素,火、水、土、电、气、风
MAGIC,EVIL,MAGEvil,MAG,"Evil magic, ominous, dark magic. Voldemort type stuff.","dark, devil, summon, necromancy, voodoo, black magic, forbidden",魔法,邪恶,黑暗、恶魔、召唤、死灵法术、巫毒术、黑魔法、禁止、禁术
MAGIC,MISC,MAGMisc,MAG,Magic sounds not fitting another category in this list.,miscellaneous,魔法,杂项,各种各样的
MAGIC,POOF,MAGPoof,MAG,"Shorter magic phrases, often for transforming, short 'turn you into a rabbit' type stuff.","chuff, foomp, blast",魔法,噗,噗的一声、砰的一声、爆破声
MAGIC,SHIMMER,MAGShim,MAG,"Glassy or chime-like shimmers, waves of particle type magic.","twinkle, sparkle, bell tree, chime, glint, glisten, glitter, scintillation, glow, glimmer, gleam",魔法,闪耀,闪烁、闪闪发光、树铃、风铃、闪耀、闪光、闪亮、火花、发光、微光、反光
MAGIC,SPELL,MAGSpel,MAG,Something complex for a spell being cast. Think Maleficent swirling green magic or weird vocal-ish spells.,"witch, wizard, sorcerer, cast, incantation, hex, rune, sorcery, enchant, invocation, bewitch, exorcism, curse, trance",魔法,咒语,女巫、巫师、魔术师、施法、咒语、妖术、符文、魔法、附魔、祈求、祈祷、蛊惑、驱魔、诅咒、恍惚、魅惑
MECHANICAL,CLICK,MECHClik,MECH,"Short clicks, could be from button presses, things like that. Some confusion and overlap with MECHANICAL-SWITCH.","click, clack, snap, toggle, button",机械,咔哒,单击、按、咔哒声、卡合、切换、按钮
MECHANICAL,GEARS,MECHGear,MECH,"A toothed cog, turning or grinding gears, complex gear mechanisms. Small clock gears would go in CLOCKS-MECHANICS.","gear, cog, pinion, rack and pinion, transmission, cogwheel, gearwheel, flywheel",机械,齿轮,齿轮、嵌齿轮、小齿轮、齿条、齿轮、传动装置、轮齿、大齿轮、飞轮
MECHANICAL,HYDRAULIC & PNEUMATIC,MECHHydr,MECH,"Various hydraulic or pneumatic sounds, like on a self-closing door. Isolated hydraulics and pneumatics. See also DOORS-HYDRAULIC & PNEUMATIC for a complete door.","hydraulic, pneumatic, pressurized, valve",机械,液压与气动,液压、气动、加压、阀门
MECHANICAL,LATCH,MECHLtch,MECH,"Latch, as in a briefcase latch, or a luggage latch.","latch, hardware, lock, clasp, hasp, bolt",机械,插销,闩锁、硬件、五金、锁、扣、搭扣、螺栓
MECHANICAL,LEVER,MECHLvr,MECH,"A sliding or switching lever. Train track lever, lever to turn on an electric chair. Old Frankenstein machine levers, breaker levers.","lever, switch, clunk, clank",机械,操纵杆,杠杆、开关、撞击声、叮当声
MECHANICAL,LOCK,MECHLock,MECH,"A padlock, bicycle lock, or a locking mechanism. Door locks to go into DOORS-HARDWARE.","padlock, deadbolt",机械,锁,挂锁、死锁、门栓
MECHANICAL,MISC,MECHMisc,MECH,Mechanical sounds not fitting another category in this list.,miscellaneous,机械,杂项,各种各样的
MECHANICAL,PULLEY,MECHPuly,MECH,"An isolated recording of a pulley, or system of pulleys.","squeak, chirp, roll",机械,滑轮,吱吱声、叽叽喳喳、滚动
MECHANICAL,RATCHET,MECHRtch,MECH,That sound a ratchet makes.,"ratchet, snap, click, wind, crank, winch",机械,棘轮,棘轮、卡扣、按、上发条、曲柄、绞盘
MECHANICAL,RELAY,MECHRelay,MECH,Old train station counting board flipping. A old communications relay board.,"flip, toggle, clack",机械,传动,翻转、切换、敲击
MECHANICAL,ROLLER,MECHRolr,MECH,"Like a rolling conveyor belt, or something on a roller.","roll, belt, lineshaft",机械,滚筒,转动、传送带、线轴、卷轴
MECHANICAL,SWITCH,MECHSwtch,MECH,"Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.","switch, click, clack, toggle, button",机械,开关,切换、点击、咔哒声、切换、按钮
METAL,BREAK,METLBrk,METL,"Metal breaking, snaps, cracks, rips, shatters.","break, crack, rip, shatter, crunch",金属,打碎,断裂、裂开、撕裂、碎裂、紧缩、压碎
METAL,CRASH & DEBRIS,METLCrsh,METL,"Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.","crash, fall, debris",金属,碎片,碰撞、坠落、碎片
METAL,FRICTION,METLFric,METL,"Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.","stress, scrape, creak, squeak, screech",金属,挤压,压力、刮擦、吱吱声、吱吱声、尖叫声
METAL,HANDLE,METLHndl,METL,"Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.","handle, grab, set, pickup, set down, toss, catch",金属,抓取,拿、抓、放置、拿起、放下、扔、接
METAL,IMPACT,METLImpt,METL,"Metal single item impacts, so anvil hits, dropping something that doesn't break. Clangs, clunks, bangs.","hit, drop, impact, crash, clunk, clang",金属,打击,击中、掉落、撞击、碰撞、撞击声、叮当声
METAL,MISC,METLMisc,METL,Metal sounds not fitting another category in this list.,miscellaneous,金属,其他,各种各样的
METAL,MOVEMENT,METLMvmt,METL,"Metal movement, so drag, roll, rattle, shake. Single or metal items moving. Or movement on a metal surface. See also METAL-HANDLE.","drag, roll, rattle, shake",金属,移动,拖动、拖拽、滚动、嘎拉嘎拉、摇晃
METAL,TONAL,METLTonl,METL,"Metal tonal, resonating, ringing, wronks and warps. Bending sheet metal, a singing bowl ringing, metal shinging.","bow, ring, wronk, shing, warp, bend, resonate",金属,音乐性,弓箭、铃、怪的、噌的一声、缠绕、弯曲、共鸣
MOTORS,ANTIQUE,MOTRAntq,MOTR,"Old motors, usually combustion, so old oil pump engines, old compressors. An antique gas pump for example.","kerosene engine, paraffin engine",马达,老式的,煤油发动机、石蜡发动机
MOTORS,COMBUSTION,MOTRComb,MOTR,"Non-vehicle combustion engines. Combustion motors, generators. Isolated engine recordings.","diesel engine, gas engine, combustion engine, two-stroke engine",马达,内燃机,柴油发动机、燃气发动机、内燃机、二冲程发动机
MOTORS,ELECTRIC,MOTRElec,MOTR,Non-vehicle electric motors. Any motor that runs on electricity. An isolated electric motor. See also TOOLS-POWER.,"toothbrush, electric razor, electric motor, garbage disposal, dentist drill",马达,电动的,牙刷、电动剃须刀、电动马达、垃圾处理器、牙医钻头
MOTORS,MISC,MOTRMisc,MOTR,Motor sounds not fitting another category in this list.,miscellaneous,马达,其他,各种各样的
MOTORS,SERVO,MOTRSrvo,MOTR,"Specifically servo motors, from robot, to radio controlled servos. Clean isolated servos.","robot, rc car, camera focus, car antenna, printer",马达,伺服电机,机器人、遥控车、相机对焦、汽车天线、打印机
MOTORS,TURBINE,MOTRTurb,MOTR,"Turbines, water or air. That classic 'whine' power up and down are usually turbines. A jet engine is a turbine.","windmill, airplane, aircraft, generator",马达,涡轮,风车、飞机、飞行器、发电机
MOVEMENT,ACTIVITY,MOVEActv,MOVE,"Crowds moving but also performing activities, cleaning, moving boxes. Clean recordings with no vocals. See MOVEMENT-HUMAN for Single activity.","activity, moving, cleaning, shopping, unpacking",移动,人类活动,活动、搬家、清洁、购物、开箱
MOVEMENT,ANIMAL,MOVEAnml,MOVE,"Group animal movement, individual feet go to FOOTSTEPS-ANIMAL or FOOTSTEPS-HORSE. But think herds of grazing animals, stampedes.","stampede, herd, charge, trample, scramble",移动,动物,踩踏、放牧、冲锋、践踏、争夺
MOVEMENT,CREATURE,MOVECrea,MOVE,"Slithering Dragons, Gooey Zombie Movement.","slither, crawl, slide, squirm, wriggle",移动,生物,滑行、爬行、滑动、蠕动、扭动
MOVEMENT,CROWD,MOVECrwd,MOVE,Groups of people milling or walking. Usually mostly just recordings of group footsteps in real locations. No vocals. Compare to MOVEMENT-ACTIVITY.,"walk, run, march, mill, shuffle, scuffle, sit, stand, lie, slip, jump, skip",移动,人群,走、跑、齐步走、闲逛、滑步、扭打、坐、站、躺、滑、跳、蹦
MOVEMENT,HUMAN,MOVEHmn,MOVE,"Movement of single human, aside from footsteps, standing, sitting, shuffe. Some overlap or confusion with FOOTSTEP-HUMAN or MOVEMENT-ACTIVITY.","walk, run, march, mill, shuffle, scuffle, sit, stand, lie, slip, jump, skip",移动,人类,走、跑、齐步走、闲逛、滑步、扭打、坐、站、躺、滑、跳、蹦
MOVEMENT,INSECT,MOVEInsc,MOVE,"Group insects, footsteps, movement, swarms, spiders, locusts. Swarms of flying insects here too, bees, flies. Overlap with ANIMALS-INSECT or AMBIENCE-INSECT.","swarm, hive, beehive, slither, maggots",移动,昆虫,蜂群、蜂巢、蜂箱、蠕动、蛆虫
MOVEMENT,MISC,MOVEMisc,MOVE,Movement sounds not fitting another category in this list.,miscellaneous,移动,其他,各种各样的
MOVEMENT,PRESENCE,MOVEPres,MOVE,"Very light movement, people in church adjusting, people on church pews. Again, recordings without vocals. Compare to MOVEMENT-ACTIVITY and MOVEMENT-CROWD.","adjust, shuffle, scuffle, light movement, shift",移动,社会活动,调整、侧滑、拖着、轻微移动、转移
MUSICAL,BELLS,MUSCBell,MUSC,"Specifically musical bells, tuned bells, think Tubular bells or hand bells. See also the BELL category for non-musical uses. BELL-GONG is older and this is a better fit.","tubular bells, carillon, gamelan, singing bowl, hand bell, cowbell, gong, gamelan, agung, bowl gong, tam-tam",乐句,钟铃,管铃、钟琴、甘美兰、颂钵、手摇铃、牛铃、锣、gamelan、阿贡锣、碗锣、tam-tam
